2.736000,-7.868000,-4.903000
2.736000,-7.868000,-4.561000
2.736000,-7.868000,-4.561000
2.736000,-7.526000,-5.017000
2.736000,-7.526000,-5.017000
2.508000,-8.324000,-4.447000
2.508000,-8.324000,-4.447000
2.280000,-8.096000,-4.561000
2.280000,-8.096000,-4.561000
2.280000,-8.324000,-3.649000
2.280000,-8.324000,-3.649000
2.052000,-8.438000,-3.991000
2.052000,-8.438000,-3.991000
1.596000,-8.096000,-4.219000
1.596000,-8.096000,-4.219000
1.254000,-8.210000,-4.105000
1.254000,-8.210000,-4.105000
1.140000,-8.324000,-3.763000
1.140000,-8.324000,-3.763000
1.368000,-8.438000,-3.877000
1.368000,-8.438000,-3.877000
0.342000,-8.552000,-3.877000
0.342000,-8.552000,-3.877000
0.342000,-8.438000,-3.877000
0.342000,-8.438000,-3.877000
0.000000,-8.552000,-3.421000
0.000000,-8.552000,-3.421000
0.456000,-8.780000,-3.421000
0.456000,-8.780000,-3.421000
-0.114000,-8.780000,-2.736000
-0.114000,-8.780000,-2.736000
0.000000,-8.894000,-2.964000
0.000000,-8.894000,-2.964000
0.000000,-9.122000,-2.166000
0.000000,-9.122000,-2.166000
-0.114000,-9.122000,-1.710000
-0.114000,-9.122000,-1.710000
0.000000,-9.008000,-2.166000
0.000000,-9.008000,-2.166000
-0.114000,-9.236000,-0.570000
-0.114000,-9.236000,-0.570000
0.000000,-9.122000,-1.368000
0.000000,-9.122000,-1.368000
0.228000,-9.578000,-0.228000
0.228000,-9.578000,-0.228000
0.342000,-9.236000,-0.570000
0.342000,-9.236000,-0.570000
0.228000,-9.464000,0.114000
0.228000,-9.464000,0.114000
0.684000,-9.236000,0.342000
0.684000,-9.236000,0.342000
0.912000,-9.236000,0.684000
0.912000,-9.236000,0.684000
1.596000,-9.350000,1.482000
1.596000,-9.350000,1.482000
1.368000,-9.236000,1.140000
1.368000,-9.236000,1.140000
1.710000,-9.122000,1.368000
1.710000,-9.122000,1.368000
2.508000,-9.122000,1.368000
2.508000,-9.122000,1.368000
1.824000,-9.350000,2.280000
1.824000,-9.350000,2.280000
2.508000,-8.780000,1.710000
2.508000,-8.780000,1.710000
2.736000,-8.894000,1.026000
2.736000,-8.894000,1.026000
2.736000,-8.894000,1.368000
2.736000,-8.894000,1.368000
3.307000,-8.894000,0.570000
3.307000,-8.894000,0.570000
3.535000,-8.780000,0.570000
3.535000,-8.780000,0.570000
3.763000,-8.780000,0.684000
3.763000,-8.780000,0.684000
3.991000,-8.552000,-0.114000
3.991000,-8.552000,-0.114000
3.763000,-8.894000,0.000000
3.763000,-8.894000,0.000000
3.991000,-8.666000,-0.684000
3.991000,-8.666000,-0.684000
3.877000,-8.438000,-1.824000
3.877000,-8.438000,-1.824000
3.877000,-8.666000,-1.482000
3.877000,-8.666000,-1.482000
3.649000,-8.438000,-2.508000
3.649000,-8.438000,-2.508000
3.078000,-8.552000,-2.508000
3.078000,-8.552000,-2.508000
3.078000,-8.552000,-2.508000
3.078000,-8.552000,-2.508000
2.736000,-8.438000,-3.192000
2.736000,-8.438000,-3.192000
2.736000,-8.324000,-4.105000
2.736000,-8.324000,-4.105000
2.052000,-8.324000,-3.877000
2.052000,-8.324000,-3.877000
1.254000,-8.438000,-3.991000
1.254000,-8.438000,-3.991000
0.570000,-8.552000,-3.192000
0.570000,-8.552000,-3.192000
1.140000,-8.324000,-4.219000
1.140000,-8.324000,-4.219000
0.000000,-8.438000,-4.219000
0.000000,-8.438000,-4.219000
0.228000,-8.324000,-4.105000
0.228000,-8.324000,-4.105000
0.000000,-8.324000,-3.991000
0.000000,-8.324000,-3.991000
-0.570000,-8.324000,-3.763000
-0.570000,-8.324000,-3.763000
-0.570000,-8.438000,-3.421000
-0.798000,-8.438000,-3.192000
-0.798000,-8.438000,-3.192000
-1.140000,-8.438000,-3.078000
-1.140000,-8.438000,-3.078000
-1.254000,-8.666000,-2.622000
-1.254000,-8.666000,-2.622000
-1.254000,-8.780000,-2.736000
-1.254000,-8.780000,-2.736000
-1.026000,-9.008000,-2.052000
-1.026000,-9.008000,-2.052000
-0.684000,-9.008000,-1.824000
-0.684000,-9.008000,-1.824000
-0.570000,-9.008000,-1.596000
-0.570000,-9.008000,-1.596000
0.228000,-9.464000,-0.912000
0.228000,-9.464000,-0.912000
0.114000,-9.122000,-0.912000
0.114000,-9.122000,-0.912000
0.456000,-9.350000,0.000000
0.456000,-9.350000,0.000000
0.684000,-9.464000,0.342000
0.684000,-9.464000,0.342000
1.482000,-9.350000,0.684000
1.482000,-9.350000,0.684000
1.482000,-9.236000,1.254000
1.482000,-9.236000,1.254000
2.280000,-9.350000,1.026000
2.280000,-9.350000,1.026000
2.280000,-9.122000,0.684000
2.280000,-9.122000,0.684000
3.078000,-9.350000,1.368000
3.078000,-9.350000,1.368000
3.192000,-8.894000,0.570000
3.192000,-8.894000,0.570000
3.192000,-8.894000,0.684000
3.192000,-8.894000,0.684000
3.877000,-8.780000,0.000000
3.877000,-8.780000,0.000000
3.877000,-8.780000,-0.798000
3.877000,-8.780000,-0.798000
4.447000,-8.666000,-0.684000
4.447000,-8.666000,-0.684000
4.219000,-8.096000,-1.938000
4.219000,-8.096000,-1.938000
3.649000,-8.666000,-2.280000
3.649000,-8.666000,-2.280000
3.877000,-7.982000,-3.421000
3.877000,-7.982000,-3.421000
3.763000,-7.982000,-3.535000
3.763000,-7.982000,-3.535000
2.736000,-8.210000,-4.219000
2.736000,-8.210000,-4.219000
2.736000,-7.868000,-4.903000
2.736000,-7.868000,-4.903000
1.140000,-7.754000,-5.245000
1.140000,-7.754000,-5.245000
1.482000,-8.096000,-4.447000
1.482000,-8.096000,-4.447000
0.684000,-8.096000,-4.561000
0.684000,-8.096000,-4.561000
0.456000,-7.754000,-4.789000
0.456000,-7.754000,-4.789000
-0.570000,-8.096000,-4.447000
-0.570000,-8.096000,-4.447000
-0.798000,-8.096000,-4.219000
-0.798000,-8.096000,-4.219000
-0.456000,-8.096000,-3.991000
-0.456000,-8.096000,-3.991000
-1.140000,-8.438000,-3.649000
-1.140000,-8.438000,-3.649000
-0.912000,-8.552000,-2.736000
-0.912000,-8.552000,-2.736000
-0.798000,-9.236000,-2.280000
-0.798000,-9.236000,-2.280000
-0.342000,-9.236000,-1.596000
-0.342000,-9.236000,-1.596000
0.228000,-9.350000,-0.798000
0.228000,-9.350000,-0.798000
0.798000,-9.464000,-0.798000
0.798000,-9.464000,-0.798000
1.140000,-9.350000,-0.342000
1.140000,-9.350000,-0.342000
1.596000,-9.236000,0.342000
1.596000,-9.236000,0.342000
2.736000,-9.122000,0.912000
2.736000,-9.122000,0.912000
2.964000,-8.894000,-0.114000
2.964000,-8.894000,-0.114000
3.991000,-8.780000,0.228000
3.991000,-8.780000,0.228000
4.447000,-8.552000,-0.456000
4.447000,-8.552000,-0.456000
4.219000,-8.438000,-0.456000
4.219000,-8.438000,-0.456000
4.105000,-8.324000,-1.596000
4.105000,-8.324000,-1.596000
4.447000,-7.982000,-2.850000
4.447000,-7.982000,-2.850000
4.219000,-8.438000,-2.394000
4.219000,-8.438000,-2.394000
2.736000,-7.982000,-3.877000
2.736000,-7.982000,-3.877000
3.192000,-8.210000,-3.763000
3.192000,-8.210000,-3.763000
2.166000,-8.096000,-3.649000
2.166000,-8.096000,-3.649000
1.026000,-7.982000,-5.245000
1.026000,-7.982000,-5.245000
0.342000,-8.096000,-4.219000
0.342000,-8.096000,-4.219000
0.114000,-8.210000,-3.763000
0.114000,-8.210000,-3.763000
-0.912000,-8.324000,-3.763000
-0.912000,-8.324000,-3.763000
-0.798000,-8.666000,-2.736000
-0.798000,-8.666000,-2.736000
-1.026000,-8.894000,-2.508000
-1.026000,-8.894000,-2.508000
-0.798000,-9.236000,-1.938000
-0.798000,-9.236000,-1.938000
-0.570000,-9.350000,-0.684000
-0.570000,-9.350000,-0.684000
-0.114000,-9.350000,-0.456000
-0.114000,-9.350000,-0.456000
1.596000,-9.464000,0.114000
1.596000,-9.464000,0.114000
2.052000,-9.122000,0.228000
2.052000,-9.122000,0.228000
1.824000,-9.236000,0.570000
1.824000,-9.236000,0.570000
2.736000,-9.122000,0.114000
2.736000,-9.122000,0.114000
3.535000,-8.780000,-0.570000
3.535000,-8.780000,-0.570000
3.991000,-8.780000,-0.342000
3.991000,-8.780000,-0.342000
4.105000,-8.552000,-0.456000
4.105000,-8.552000,-0.456000
4.447000,-8.438000,-1.824000
4.447000,-8.438000,-1.824000
4.447000,-8.438000,-2.508000
4.447000,-8.438000,-2.508000
3.649000,-7.868000,-3.307000
3.649000,-7.868000,-3.307000
3.421000,-8.096000,-3.649000
3.421000,-8.096000,-3.649000
2.736000,-8.324000,-4.105000
2.736000,-8.324000,-4.105000
2.166000,-7.640000,-4.675000
2.166000,-7.640000,-4.675000
1.482000,-7.868000,-4.447000
1.482000,-7.868000,-4.447000
0.798000,-7.982000,-5.359000
0.798000,-7.982000,-5.359000
-0.114000,-7.982000,-4.789000
-0.114000,-7.982000,-4.789000
0.000000,-8.324000,-4.447000
0.000000,-8.324000,-4.447000
-0.798000,-8.552000,-3.078000
-0.798000,-8.552000,-3.078000
-0.912000,-8.438000,-3.307000
-0.912000,-8.438000,-3.307000
-0.912000,-8.552000,-2.622000
-0.912000,-8.552000,-2.622000
-0.798000,-8.894000,-2.052000
-0.798000,-8.894000,-2.052000
-0.456000,-9.122000,-1.938000
-0.456000,-9.122000,-1.938000
0.570000,-9.578000,-0.798000
0.570000,-9.578000,-0.798000
0.570000,-9.236000,-0.684000
0.570000,-9.236000,-0.684000
0.684000,-9.464000,-0.114000
0.684000,-9.464000,-0.114000
2.052000,-9.122000,-0.228000
2.052000,-9.122000,-0.228000
2.736000,-9.464000,0.912000
2.736000,-9.464000,0.912000
2.736000,-8.894000,0.114000
2.736000,-8.894000,0.114000
3.649000,-8.894000,0.114000
3.649000,-8.894000,0.114000
3.877000,-8.894000,0.114000
3.877000,-8.894000,0.114000
4.219000,-8.552000,-0.684000
4.219000,-8.552000,-0.684000
4.219000,-8.552000,-0.912000
4.219000,-8.552000,-0.912000
4.105000,-8.096000,-2.508000
4.105000,-8.096000,-2.508000
4.219000,-8.210000,-2.736000
4.219000,-8.210000,-2.736000
3.763000,-8.210000,-3.078000
3.763000,-8.210000,-3.078000
3.877000,-7.868000,-3.421000
3.877000,-7.868000,-3.421000
4.219000,-7.754000,-3.307000
4.219000,-7.754000,-3.307000
4.219000,-7.640000,-3.649000
4.219000,-7.640000,-3.649000
4.105000,-7.526000,-3.421000
4.105000,-7.526000,-3.421000
4.219000,-7.982000,-3.649000
4.219000,-7.982000,-3.649000
4.333000,-7.982000,-3.649000
4.333000,-7.982000,-3.649000
3.991000,-7.868000,-3.307000
3.991000,-7.868000,-3.307000
